"No.","Time","Source","Destination","Protocol","Length","Info"
"708","55.607234","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"709","55.607263","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=160484 Win=128192 Len=0 TSval=273121497 TSecr=95047966"
"710","55.607307","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=160484 Win=131072 Len=0 TSval=273121497 TSecr=95047966"
"711","55.607427","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=24155 Win=13626 Len=0 TSval=2477664088 TSecr=3826874511"
"712","55.608413","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"713","55.608421","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"714","55.608423","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"715","55.608506","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"716","55.608570","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=166156 Win=126784 Len=0 TSval=273121498 TSecr=95047966"
"717","55.608654","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=167574 Win=131072 Len=0 TSval=273121498 TSecr=95047967"
"718","55.608901","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"719","55.608908","142.250.196.3","192.168.1.5","TLSv1.3","433","Application Data"
"720","55.608995","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=169359 Win=129280 Len=0 TSval=273121498 TSecr=95047967"
"721","55.610823","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=27035 Win=13672 Len=0 TSval=2477664091 TSecr=3826874511"
"722","55.610991","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=77975 Ack=1911 Win=2048 Len=1440 TSval=3826874670 TSecr=2477664091 [TCP segment of a reassembled PDU]"
"723","55.610993","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"724","55.612363","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=28468 Win=13694 Len=0 TSval=2477664092 TSecr=3826874511"
"725","55.612489","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data"
"726","55.612736","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=28650 Win=13694 Len=0 TSval=2477664093 TSecr=3826874512"
"727","55.613872","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"728","55.613879","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"729","55.613880","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"730","55.613963","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"731","55.614042","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=173613 Win=126784 Len=0 TSval=273121502 TSecr=95047972"
"732","55.614219","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"733","55.614239","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=175031 Win=131072 Len=0 TSval=273121502 TSecr=95047973"
"734","55.614368","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"735","55.614468","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=177867 Win=129600 Len=0 TSval=273121502 TSecr=95047973"
"736","55.615865","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"737","55.615872","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"738","55.615924","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"739","55.616027","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=180703 Win=128192 Len=0 TSval=273121503 TSecr=95047974"
"740","55.616225","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=30126 Win=13717 Len=0 TSval=2477664095 TSecr=3826874512"
"741","55.616253","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=182121 Win=131072 Len=0 TSval=273121503 TSecr=95047974"
"742","55.616337","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=82295 Ack=1911 Win=2048 Len=1440 TSval=3826874673 TSecr=2477664095 [TCP segment of a reassembled PDU]"
"743","55.617347","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=33006 Win=13762 Len=0 TSval=2477664097 TSecr=3826874512"
"744","55.617500","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data, Application Data"
"745","55.617502","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=85175 Ack=1911 Win=2048 Len=1440 TSval=3826874674 TSecr=2477664097 [TCP segment of a reassembled PDU]"
"746","55.617503","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=86615 Ack=1911 Win=2048 Len=1440 TSval=3826874674 TSecr=2477664097 [TCP segment of a reassembled PDU]"
"747","55.617641","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=33246 Win=13762 Len=0 TSval=2477664098 TSecr=3826874512"
"748","55.618140","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=33428 Win=13762 Len=0 TSval=2477664098 TSecr=3826874512"
"749","55.619842","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=34818 Win=13785 Len=0 TSval=2477664100 TSecr=3826874512"
"750","55.619849","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=34958 Win=13785 Len=0 TSval=2477664100 TSecr=3826874521"
"751","55.620006","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=88055 Ack=1911 Win=2048 Len=1440 TSval=3826874676 TSecr=2477664100 [TCP segment of a reassembled PDU]"
"752","55.624182","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=37838 Win=13830 Len=0 TSval=2477664103 TSecr=3826874521"
"753","55.624321","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=89495 Ack=1911 Win=2048 Len=1440 TSval=3826874680 TSecr=2477664103 [TCP segment of a reassembled PDU]"
"754","55.624322","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=90935 Ack=1911 Win=2048 Len=1440 TSval=3826874680 TSecr=2477664103 [TCP segment of a reassembled PDU]"
"755","55.624441","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"756","55.624445","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=39271 Win=13853 Len=0 TSval=2477664104 TSecr=3826874521"
"757","55.624518","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data, Application Data"
"758","55.628218","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=39453 Win=13853 Len=0 TSval=2477664105 TSecr=3826874523"
"759","55.628224","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=42326 Win=13898 Len=0 TSval=2477664108 TSecr=3826874523"
"760","55.628226","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=42508 Win=13898 Len=0 TSval=2477664108 TSecr=3826874523"
"761","55.628379","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data, Application Data"
"762","55.628380","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=95255 Ack=1911 Win=2048 Len=1440 TSval=3826874684 TSecr=2477664108 [TCP segment of a reassembled PDU]"
"763","55.628381","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=96695 Ack=1911 Win=2048 Len=1440 TSval=3826874684 TSecr=2477664108 [TCP segment of a reassembled PDU]"
"764","55.628383","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data, Application Data"
"765","55.631092","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=43984 Win=13921 Len=0 TSval=2477664110 TSecr=3826874523"
"766","55.631223","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data [TCP segment of a reassembled PDU]"
"767","55.633688","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"768","55.633699","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data"
"769","55.633702","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"770","55.633801","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"771","55.633806","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"772","55.633919","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=187793 Win=126784 Len=0 TSval=273121518 TSecr=95047983"
"773","55.633919","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=190629 Win=123968 Len=0 TSval=273121518 TSecr=95047992"
"774","55.633971","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=190629 Win=131072 Len=0 TSval=273121518 TSecr=95047992"
"775","55.634239","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"776","55.634440","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=46827 Win=13966 Len=0 TSval=2477664113 TSecr=3826874523"
"777","55.634443","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=46935 Win=13966 Len=0 TSval=2477664113 TSecr=3826874523"
"778","55.634553","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=101015 Ack=1911 Win=2048 Len=1440 TSval=3826874688 TSecr=2477664113 [TCP segment of a reassembled PDU]"
"779","55.634554","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data"
"780","55.635192","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=48494 Win=13966 Len=0 TSval=2477664115 TSecr=3826874523"
"781","55.635199","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=48676 Win=13966 Len=0 TSval=2477664115 TSecr=3826874524"
"782","55.635305","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data"
"783","55.635443","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"784","55.635449","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"785","55.635534","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"786","55.635558","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=194883 Win=128192 Len=0 TSval=273121519 TSecr=95047992"
"787","55.635708","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"788","55.635714","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"789","55.635775","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"790","55.635804","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=196301 Win=131072 Len=0 TSval=273121519 TSecr=95047993"
"791","55.635805","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=199137 Win=128192 Len=0 TSval=273121519 TSecr=95047994"
"792","55.635838","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=200555 Win=131072 Len=0 TSval=273121519 TSecr=95047994"
"793","55.636528","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"794","55.636535","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"795","55.636537","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"796","55.636635","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=204809 Win=126784 Len=0 TSval=273121520 TSecr=95047995"
"797","55.636684","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=204809 Win=131072 Len=0 TSval=273121520 TSecr=95047995"
"798","55.636928","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=50131 Win=13988 Len=0 TSval=2477664117 TSecr=3826874524"
"799","55.637037","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=105335 Ack=1911 Win=2048 Len=1440 TSval=3826874690 TSecr=2477664117 [TCP segment of a reassembled PDU]"
"800","55.637628","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"801","55.637635","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"802","55.637637","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"803","55.637784","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=209063 Win=126784 Len=0 TSval=273121521 TSecr=95047996"
"804","55.637813","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=209063 Win=131072 Len=0 TSval=273121521 TSecr=95047996"
"805","55.637986","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"806","55.637991","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"807","55.638044","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"808","55.638100","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=211899 Win=128192 Len=0 TSval=273121521 TSecr=95047997"
"809","55.638143","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=213317 Win=131072 Len=0 TSval=273121521 TSecr=95047997"
"810","55.638848","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"811","55.638855","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"812","55.638858","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"813","55.639013","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=217571 Win=126784 Len=0 TSval=273121522 TSecr=95047997"
"814","55.639148","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=50313 Win=13988 Len=0 TSval=2477664117 TSecr=3826874524"
"815","55.639154","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=52111 Win=14011 Len=0 TSval=2477664119 TSecr=3826874524"
"816","55.639183","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=217571 Win=131072 Len=0 TSval=273121522 TSecr=95047997"
"817","55.639279","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data"
"818","55.639281","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=108215 Ack=1911 Win=2048 Len=1440 TSval=3826874692 TSecr=2477664119 [TCP segment of a reassembled PDU]"
"819","55.639618","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"820","55.639624","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data, Application Data"
"821","55.639627","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"822","55.639715","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=52329 Win=14011 Len=0 TSval=2477664120 TSecr=3826874526"
"823","55.639786","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=221825 Win=126784 Len=0 TSval=273121522 TSecr=95047998"
"824","55.639848","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=221825 Win=131072 Len=0 TSval=273121522 TSecr=95047998"
"825","55.640582","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"826","55.640589","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"827","55.640591","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"828","55.640711","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=226079 Win=126784 Len=0 TSval=273121523 TSecr=95047999"
"829","55.640824","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=226079 Win=131072 Len=0 TSval=273121523 TSecr=95047999"
"830","55.641324","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"831","55.641332","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"832","55.641333","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"833","55.641489","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=230333 Win=126784 Len=0 TSval=273121523 TSecr=95048000"
"834","55.641521","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=230333 Win=131072 Len=0 TSval=273121523 TSecr=95048000"
"835","55.642276","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"836","55.642285","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"837","55.642287","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"838","55.642477","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"839","55.642484","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"840","55.642595","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=234587 Win=126784 Len=0 TSval=273121524 TSecr=95048000"
"841","55.642596","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=234587 Win=131072 Len=0 TSval=273121524 TSecr=95048000"
"842","55.642596","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=237423 Win=128192 Len=0 TSval=273121524 TSecr=95048001"
"843","55.642771","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"844","55.642850","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=237423 Win=131072 Len=0 TSval=273121524 TSecr=95048001"
"845","55.643017","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"846","55.643081","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=240259 Win=129600 Len=0 TSval=273121524 TSecr=95048001"
"847","55.643515","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=55209 Win=14056 Len=0 TSval=2477664123 TSecr=3826874526"
"848","55.643520","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"849","55.643573","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"850","55.643644","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data"
"851","55.643645","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=111095 Ack=1911 Win=2048 Len=1440 TSval=3826874695 TSecr=2477664123 [TCP segment of a reassembled PDU]"
"852","55.643699","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=243095 Win=128192 Len=0 TSval=273121525 TSecr=95048002"
"853","55.643788","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=243095 Win=131072 Len=0 TSval=273121525 TSecr=95048002"
"854","55.643924","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"855","55.643928","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"856","55.644192","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"857","55.644214","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=245931 Win=128192 Len=0 TSval=273121525 TSecr=95048003"
"858","55.644214","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=245931 Win=131072 Len=0 TSval=273121525 TSecr=95048003"
"859","55.644340","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"860","55.644430","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=248767 Win=129600 Len=0 TSval=273121525 TSecr=95048003"
"861","55.644794","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=56642 Win=14079 Len=0 TSval=2477664124 TSecr=3826874526"
"862","55.644799","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=56824 Win=14079 Len=0 TSval=2477664125 TSecr=3826874526"
"863","55.644995","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"864","55.645000","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"865","55.645022","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data"
"866","55.645023","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=113975 Ack=1911 Win=2048 Len=1440 TSval=3826874696 TSecr=2477664125 [TCP segment of a reassembled PDU]"
"867","55.645117","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=251603 Win=128192 Len=0 TSval=273121526 TSecr=95048004"
"868","55.645231","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=251603 Win=131072 Len=0 TSval=273121526 TSecr=95048004"
"869","55.645351","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"870","55.645355","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data, Application Data"
"871","55.645446","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=254439 Win=128192 Len=0 TSval=273121526 TSecr=95048004"
"872","55.645554","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=254439 Win=131072 Len=0 TSval=273121526 TSecr=95048004"
"873","55.646409","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"874","55.646417","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"875","55.646418","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"876","55.646421","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"877","55.646560","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=260111 Win=125376 Len=0 TSval=273121527 TSecr=95048005"
"878","55.646676","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=260111 Win=131072 Len=0 TSval=273121527 TSecr=95048005"
"879","55.652313","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=59697 Win=14124 Len=0 TSval=2477664128 TSecr=3826874526"
"880","55.652320","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=59879 Win=14124 Len=0 TSval=2477664128 TSecr=3826874527"
"881","55.652321","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=62752 Win=14169 Len=0 TSval=2477664131 TSecr=3826874527"
"882","55.652322","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=62934 Win=14169 Len=0 TSval=2477664131 TSecr=3826874530"
"883","55.652323","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"884","55.652404","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"885","55.652408","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"886","55.652463","142.250.196.3","192.168.1.5","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"887","55.652495","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data"
"888","55.652496","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=116855 Ack=1911 Win=2048 Len=1440 TSval=3826874702 TSecr=2477664128 [TCP segment of a reassembled PDU]"
"889","55.652528","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data"
"890","55.652540","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=119735 Ack=1911 Win=2048 Len=1440 TSval=3826874702 TSecr=2477664131 [TCP segment of a reassembled PDU]"
"891","55.652639","142.250.196.3","192.168.1.5","TLSv1.3","1108","Application Data, Application Data, Application Data, Application Data"
"892","55.652664","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=264365 Win=126784 Len=0 TSval=273121532 TSecr=95048006"
"893","55.652726","192.168.1.5","142.250.196.3","TCP","66","51440  >  443 [ACK] Seq=1016 Ack=266826 Win=124352 Len=0 TSval=273121532 TSecr=95048006"
"894","55.652904","192.168.1.5","142.250.196.3","TCP","66","[TCP Window Update] 51440  >  443 [ACK] Seq=1016 Ack=266826 Win=131072 Len=0 TSval=273121532 TSecr=95048006"
"895","55.693933","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=64258 Win=14192 Len=0 TSval=2477664174 TSecr=3826874530"
"896","55.694026","192.168.1.5","95.217.173.128","TLSv1.2","1506","Application Data, Application Data, Application Data"
"897","55.694027","192.168.1.5","95.217.173.128","TCP","1506","51125  >  443 [ACK] Seq=122615 Ack=1911 Win=2048 Len=1440 TSval=3826874743 TSecr=2477664174 [TCP segment of a reassembled PDU]"
"898","55.733115","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=64336 Win=14192 Len=0 TSval=2477664212 TSecr=3826874632"
"899","55.735910","95.217.173.128","192.168.1.5","TCP","66","443  >  51125 [ACK] Seq=1911 Ack=64440 Win=14192 Len=0 TSval=2477664212 TSecr=3826874632"
